,SEX,RAC1P,EDU,MSP,PINCP_DECILE,HOUSING_TYPE,OWN_RENT
12931,1,1,6,1,3,1,0
5514,2,1,5,3,5,1,0
10237,2,3,7,1,2,2,0
20664,1,2,4,2,1,1,1
15192,1,6,9,1,4,2,2
18162,1,1,3,1,6,1,0
9231,1,1,8,1,0,1,1
2210,1,1,9,1,1,2,1
2494,1,1,3,2,0,2,0
13321,2,1,4,2,1,3,0
8566,2,1,5,6,2,1,0
7019,2,1,3,1,0,1,0
3947,2,1,3,1,2,1,0
1003,1,1,9,1,1,1,1
2612,1,1,3,1,3,1,0
10102,2,1,2,1,3,1,0
10722,2,1,3,5,1,1,0
16986,1,1,9,1,2,1,0
18696,2,1,2,4,1,1,0
21395,1,1,5,1,2,1,0
21049,2,1,9,1,1,1,1
15175,2,1,2,1,2,1,0
11284,1,1,6,1,2,1,0
7935,1,4,8,4,1,1,0
15073,1,4,8,2,8,1,1
3170,2,7,9,4,1,1,1
15764,2,2,3,2,0,2,0
8722,1,1,5,2,1,1,0
11487,1,1,2,4,4,1,1
1060,1,1,2,3,3,2,1
725,1,1,9,2,9,1,0
11529,2,1,5,6,3,2,1
19212,2,1,4,3,2,3,1
13603,2,1,9,2,2,1,0
11681,2,1,5,2,4,1,0
59,2,1,5,1,3,1,0
15557,1,1,7,3,3,1,1
15624,1,8,3,2,3,2,0
22693,2,9,8,2,0,1,1
22602,1,1,3,3,3,1,1
7454,2,1,10,1,4,3,2
4492,2,1,1,2,1,2,1
12132,2,9,8,6,4,1,1
17911,1,1,7,2,5,1,0
18697,2,1,7,2,5,1,0
14873,2,1,2,1,4,1,0
13571,1,1,6,2,2,1,0
11480,1,1,2,5,2,1,0
11503,1,2,7,1,1,1,1
14863,2,1,7,6,3,3,1
10007,2,1,7,1,3,1,0
19770,2,1,9,1,2,1,0
1859,1,1,2,6,1,1,1
6156,1,1,3,1,9,1,0
8335,1,1,9,5,1,1,0
19875,1,1,6,1,3,1,1
2671,2,2,2,3,4,3,2
17442,1,1,1,1,4,1,0
20670,1,1,8,1,1,1,0
22854,1,1,9,1,2,2,1
8284,1,1,7,2,1,1,1
13308,2,1,11,3,0,3,1
14143,2,1,8,6,8,1,1
791,1,1,4,4,4,1,0
19267,2,1,5,1,2,1,1
750,2,1,3,5,2,1,0
11446,2,6,8,1,4,1,2
11457,2,1,7,3,1,1,1
8723,1,1,4,1,2,1,2
21898,2,1,8,2,6,1,2
18487,1,1,5,2,0,1,1
13246,1,1,1,5,1,1,0
3843,2,1,3,5,4,1,0
9743,2,1,2,3,1,2,0
16201,2,1,3,4,3,1,1
15468,2,1,2,1,1,1,0
16587,2,1,10,5,4,3,1
19212,1,7,7,1,4,1,0
17206,1,1,4,1,2,1,1
961,1,1,8,2,5,1,1
19583,2,1,8,1,1,1,1
21442,2,1,4,1,2,1,1
7127,1,1,6,1,5,2,2
9968,2,1,4,4,3,1,0
3541,1,1,9,1,2,1,1
5964,1,1,5,4,3,2,0
11025,2,1,5,1,2,1,1
10803,1,2,2,1,3,1,1
1663,1,2,4,2,4,1,1
8391,2,1,5,3,3,2,0
22317,2,1,4,1,3,1,0
21583,2,1,11,1,4,1,0
21292,1,1,10,1,1,1,1
10679,2,9,12,4,8,1,1
20462,1,1,9,1,6,1,0
20578,1,7,8,3,5,1,0
3968,2,1,9,3,6,3,1
19228,2,1,2,1,6,1,0
22591,2,1,9,1,3,1,1
20165,1,1,2,1,3,1,0
12668,2,7,9,1,3,1,1
19130,2,1,3,1,1,1,0
12910,1,1,5,1,4,1,0
21145,1,4,7,1,4,1,0
15697,2,1,6,2,3,1,1
20268,2,1,5,3,1,3,0
6711,2,1,5,2,4,1,0
3095,1,1,2,1,1,1,0
7117,2,1,10,2,0,3,0
9564,1,1,8,2,0,1,1
8549,1,8,5,4,4,2,0
10218,2,1,4,6,2,3,1
19518,1,1,6,3,1,1,0
16149,1,1,9,1,3,1,1
4858,1,1,5,1,2,1,0
22389,1,1,4,1,1,1,0
7281,1,1,9,1,4,3,1
8771,2,1,6,1,1,1,1
3234,2,1,4,1,5,2,0
742,1,1,5,3,0,3,1
21539,1,1,2,1,4,1,0
11970,1,2,8,1,3,1,1
4272,2,1,9,4,2,3,0
7823,1,2,11,2,5,1,0
17441,2,1,3,2,3,3,1
11120,1,1,9,1,1,1,0
22634,1,5,9,3,4,2,1
11241,2,1,5,1,2,1,1
9200,2,1,5,2,0,1,1
2876,1,5,1,3,3,1,1
17989,2,9,4,2,1,1,1
14236,2,7,7,2,2,2,0
9852,2,1,5,6,2,1,0
5396,1,4,3,2,2,1,1
18659,2,6,11,3,2,1,1
12797,2,1,7,5,3,1,0
3737,1,1,6,1,0,1,0
4190,1,1,5,4,2,2,0
13813,1,1,7,4,1,2,2
5774,1,1,8,1,0,1,0
19996,2,1,5,3,0,1,1
13767,1,1,7,1,3,3,0
5776,1,1,5,2,4,2,0
21160,2,1,3,2,2,1,1
19056,1,1,3,1,1,3,0
21609,1,1,7,5,0,2,0
6246,2,1,7,1,4,1,0
11038,2,1,3,2,1,1,0
22278,2,1,4,2,2,1,0
870,1,1,3,1,1,1,0
5044,2,1,2,3,3,1,0
21298,1,8,2,3,5,2,1
13464,2,1,7,2,1,3,2
21878,2,5,5,1,2,1,1
8088,1,2,8,6,1,1,1
432,1,1,7,1,0,1,0
13929,2,1,10,5,5,3,2
3502,2,2,3,2,5,1,0
16801,2,2,5,1,2,1,1
6700,1,1,2,2,0,1,0
8550,2,1,9,1,1,1,1
14525,1,1,7,1,2,3,0
3897,1,1,6,1,4,1,0
13026,1,1,5,4,4,3,1
19878,1,1,9,1,2,1,0
8659,2,1,4,1,2,1,1
20956,1,8,12,4,4,1,1
2120,2,1,9,3,7,1,0
5165,1,1,6,1,2,1,0
8537,1,1,8,1,1,1,1
11107,2,2,6,4,0,1,1
17081,2,6,5,2,0,1,0
10876,1,2,10,4,5,2,1
13397,1,1,8,5,3,1,0
8589,1,1,9,3,4,2,0
13796,2,7,4,2,3,2,1
11914,1,2,5,4,5,1,0
20549,1,7,9,1,4,1,1
12511,2,4,5,2,2,3,1
10906,2,6,7,1,4,1,0
18424,2,3,7,1,2,1,1
1532,2,1,2,1,2,1,1
7089,1,1,4,2,2,1,0
1235,1,1,2,2,1,1,0
3930,1,1,5,6,3,1,0
16962,2,1,9,4,3,2,1
8971,1,1,3,1,3,1,0
3213,1,7,5,1,1,1,1
5140,1,1,2,2,1,1,1
22175,1,1,3,3,2,1,0
609,1,1,4,1,3,1,0
12319,1,1,3,2,4,1,1
8506,1,1,10,1,6,1,0
2420,2,1,4,1,6,2,1
19262,1,1,2,1,1,1,0
8356,1,1,2,2,1,3,1
6536,2,1,5,2,1,3,2
22862,2,1,7,2,5,1,0
6413,2,1,10,1,2,1,0
134,2,2,3,1,1,1,1
18433,2,2,3,1,3,1,0
1604,1,1,5,4,4,1,0
20744,2,1,4,3,2,3,0
22892,1,1,8,1,3,1,0
16131,2,1,11,5,2,2,2
1069,1,1,8,1,1,1,2
18051,2,1,9,1,2,3,1
20467,1,1,4,5,2,1,0
19482,2,1,4,1,6,1,0
11631,2,1,7,5,8,1,1
9337,1,1,7,1,3,2,2
11866,2,1,9,2,4,1,0
15703,2,1,7,1,0,1,1
12861,1,1,2,1,3,1,1
16101,2,1,6,1,3,1,0
1840,1,1,4,2,0,1,1
19159,2,1,7,5,3,1,0
5815,2,1,10,1,3,2,1
19482,2,1,7,2,2,1,1
16434,1,1,5,1,2,1,0
17494,1,1,9,1,6,1,1
18788,1,1,5,1,4,1,0
22367,2,3,9,1,2,1,1
14168,1,1,2,1,1,1,0
819,2,1,6,1,1,1,1
504,1,1,3,2,4,1,1
11066,2,1,7,1,5,1,1
2167,1,1,7,5,3,1,0
9835,2,6,7,2,2,1,2
17357,1,4,7,3,1,1,0
1041,2,2,9,2,1,1,1
18059,2,2,9,5,7,2,1
21589,2,1,9,2,2,2,1
17571,2,1,3,2,0,2,1
8337,2,1,7,1,2,1,0
6708,1,1,1,3,1,2,0
3676,1,1,10,1,0,1,0
8839,2,1,8,4,2,1,0
3561,2,1,5,6,1,1,0
22780,2,1,3,1,3,1,0
718,1,1,8,2,4,1,0
13237,2,1,3,4,4,1,0
17389,1,1,5,2,3,3,2
9873,2,1,5,2,2,1,0
9090,2,1,2,4,2,1,1
9673,2,1,2,1,1,1,0
18741,2,3,6,1,2,1,1
9221,1,1,2,1,2,1,0
19438,2,1,10,2,2,1,0
12045,2,1,3,1,1,1,0
1101,1,1,4,1,2,1,1
19507,1,9,9,1,2,1,0
20331,1,1,5,1,5,3,2
15486,2,2,6,4,0,1,1
5559,2,5,9,2,3,1,0
13801,1,1,9,1,6,1,0
19142,1,2,7,1,5,3,2
6854,1,1,3,2,4,1,1
21309,2,1,2,2,2,1,0
10132,2,1,10,5,3,2,1
831,2,1,11,1,0,2,0
18443,1,1,5,6,4,1,1
19749,2,1,6,1,2,1,1
19862,1,3,2,2,1,1,1
2699,1,1,10,1,0,1,0
2797,2,2,10,2,0,1,1
4573,2,1,5,1,1,1,1
17958,2,1,10,5,3,3,1
22003,2,1,3,2,5,1,0
1571,1,1,4,1,6,2,2
2710,2,1,5,1,3,1,1
11987,1,4,12,4,3,1,1
13043,1,5,9,1,0,1,0
8820,2,1,9,4,3,1,0
2097,2,8,4,4,4,1,1
3536,1,5,5,1,0,1,0
7837,1,1,8,1,0,1,0
15466,2,1,6,1,3,1,0
5522,1,6,3,2,2,3,0
12358,1,8,9,1,0,1,1
700,1,1,3,2,2,1,1
18573,2,2,7,3,5,2,0
15936,1,1,8,1,5,1,1
1501,1,1,6,5,4,1,0
3380,1,1,5,2,1,1,1
606,2,2,8,3,7,2,1
16341,2,2,7,3,0,1,1
11498,2,1,8,3,4,2,2
771,2,1,4,4,3,2,2
16113,2,1,4,1,3,1,0
5153,2,1,4,5,5,2,0
11067,1,3,3,1,1,1,0
18348,2,1,3,4,2,1,0
8651,2,1,4,5,3,1,0
7079,1,1,9,5,5,1,0
20918,2,1,2,1,0,2,0
1842,2,1,2,1,1,2,0
9440,2,4,5,3,2,1,0
16585,1,1,9,1,4,2,1
597,1,3,8,2,5,1,0
16684,1,3,2,2,0,3,0
20858,2,2,4,2,6,1,0
13425,1,1,5,5,3,1,0
22179,1,1,4,1,2,1,0
9132,1,1,7,5,3,1,0
717,1,1,3,1,3,1,0
13873,1,6,7,4,3,2,2
12349,1,1,8,1,4,2,0
6300,1,1,8,1,2,2,2
1368,2,1,5,5,5,1,1
10887,2,8,9,4,8,2,0
3889,1,1,5,3,1,3,0
4571,1,1,6,1,2,1,0
4620,1,1,9,2,5,1,1
8285,2,1,9,6,0,2,1
14094,1,8,5,4,1,3,1
15246,1,3,1,4,4,1,1
4399,1,1,1,1,3,2,1
20917,2,1,6,2,3,1,1
7233,2,5,11,6,1,1,1
22534,2,8,6,2,4,2,2
19462,1,5,4,1,3,1,1
7689,2,1,4,3,2,1,1
1901,1,4,5,4,3,1,0
12503,2,1,7,2,8,2,2
22880,2,1,10,2,5,2,2
3688,2,4,3,3,4,3,1
5645,1,1,7,2,1,1,1
10768,2,1,4,3,3,3,1
6657,1,2,3,5,5,1,1
6936,2,2,3,1,0,3,0
10979,1,1,8,3,2,2,2
7561,2,1,5,5,5,1,0
13152,2,2,5,1,3,1,1
3254,2,6,7,6,3,2,2
12968,2,1,7,2,2,3,2
5984,1,8,8,1,5,1,0
1564,1,1,7,4,3,1,0
16392,1,3,5,1,1,1,1
4548,1,7,4,2,2,1,0
15486,1,1,2,1,1,1,0
18556,2,1,7,4,4,1,1
22546,2,1,4,5,3,1,0
9660,1,2,5,1,4,1,0
22923,2,4,1,1,5,3,0
3469,1,1,3,1,4,1,0
12243,1,5,4,1,2,1,1
2449,1,9,7,2,5,1,1
10420,2,1,4,1,3,1,0
176,1,1,9,5,2,2,1
20130,1,1,7,1,2,1,1
20851,2,1,8,3,2,1,0
5798,2,1,4,2,3,1,1
4731,1,1,8,1,4,1,1
11774,1,4,6,4,5,1,0
7069,2,9,3,5,3,1,1
8086,2,5,9,1,1,1,0
10483,1,5,5,1,3,1,1
15521,2,1,7,4,2,2,0
20043,1,1,8,1,1,1,1
18881,2,1,9,2,3,3,1
7600,2,1,7,2,2,3,0
5785,2,1,5,4,2,1,0
7512,1,5,4,1,5,1,0
16692,1,2,7,1,5,1,0
1569,1,1,5,1,3,1,1
18665,2,1,7,3,5,1,1
17151,1,1,4,1,3,1,0
6501,1,1,2,5,1,1,1
5751,1,2,5,2,5,1,1
16986,2,9,12,5,3,1,1
19637,1,7,5,1,2,1,1
11333,1,1,6,1,3,1,0
7925,1,1,6,1,2,1,0
13044,2,1,7,1,4,1,1
22005,1,1,4,1,1,3,1
12678,2,2,3,2,4,1,0
17719,1,1,4,1,4,3,0
6614,1,1,8,5,4,1,0
2402,1,1,7,6,1,2,0
6025,1,1,2,1,4,1,0
7604,1,1,12,5,3,1,0
21259,1,1,5,1,0,1,1
2817,1,1,9,1,4,2,1
11842,1,1,8,2,3,1,0
17094,2,1,7,2,2,1,0
6674,2,9,1,5,4,1,1
9406,1,1,9,2,3,1,0
4806,2,2,5,1,3,1,1
9801,2,1,5,1,4,1,0
19846,2,1,2,4,2,1,0
20214,1,1,2,2,3,1,0
21635,1,1,7,1,8,1,1
21132,1,2,2,4,1,1,1
8180,1,5,5,1,0,1,1
14104,2,1,3,1,1,1,0
795,1,1,10,1,2,3,2
21441,1,1,4,5,3,1,0
7273,2,1,5,3,4,2,0
5271,2,1,11,6,2,3,1
15558,2,1,9,1,3,1,1
9731,1,1,3,1,0,1,0
5074,2,1,5,5,5,1,0
9954,1,1,4,1,0,1,1
14590,1,1,5,1,4,1,0
21677,1,1,9,1,2,2,1
3797,1,1,4,1,1,1,0
16065,2,2,5,2,4,2,2
2123,2,1,12,2,3,1,0
6047,1,1,6,4,3,1,1
1300,2,1,5,4,1,1,1
9249,2,1,4,3,3,1,1
16633,1,1,3,2,3,2,2
4211,1,1,4,1,1,1,0
13403,2,1,9,1,2,1,0
19938,2,1,6,1,4,2,2
4888,1,1,2,1,0,1,0
6393,1,1,4,2,5,3,0
20539,1,1,2,2,4,3,1
15886,1,1,4,1,1,1,0
19890,2,2,9,3,0,1,1
20977,2,8,2,4,0,1,1
16064,1,1,5,2,2,3,1
17334,2,1,5,3,1,1,0
8626,1,1,5,4,3,1,0
8915,2,1,5,4,0,1,1
18072,1,1,2,3,0,1,0
20899,1,2,4,1,2,1,1
21247,1,1,3,4,2,1,0
8494,2,1,7,1,1,1,1
17824,2,2,4,3,2,1,0
795,1,1,8,2,5,1,0
21588,1,1,4,1,3,1,0
15191,2,1,7,5,4,1,0
17638,1,1,8,2,3,1,1
20034,2,1,4,4,2,1,0
22665,2,2,3,2,4,1,0
9755,1,2,2,1,0,1,0
19055,2,5,5,2,4,1,1
5324,2,1,4,1,1,1,0
766,1,1,9,1,6,2,2
2095,2,1,9,2,3,1,0
21778,1,1,2,1,0,1,0
20745,2,7,6,1,6,1,1
2718,2,1,5,3,6,3,1
5129,1,1,3,1,2,1,0
22256,1,1,1,6,2,1,1
13303,1,1,8,3,2,1,0
12097,1,1,8,4,2,1,0
16780,1,1,9,1,5,2,1
14377,2,1,4,4,0,2,0
3738,2,7,5,4,6,1,1
12883,2,1,4,4,3,1,1
330,2,1,7,4,5,3,2
3676,2,1,7,4,4,1,1
6070,1,1,5,1,3,1,0
21212,2,1,9,2,5,2,1
16206,1,1,5,5,6,1,0
376,2,1,2,2,2,1,1
1764,1,1,4,4,3,1,1
4070,1,1,3,1,1,1,0
3070,1,1,5,3,4,1,0
21552,1,1,8,1,4,2,1
760,2,1,5,2,4,2,0
402,2,1,4,1,2,3,1
9830,2,1,4,3,4,1,0
4185,2,1,9,2,2,1,0
16469,1,6,2,1,1,1,0
20212,1,1,10,1,4,1,1
1971,2,2,7,3,4,2,0
19915,1,1,5,1,6,2,2
20461,1,2,3,1,8,1,0
648,1,1,1,2,2,2,0
9096,1,2,7,2,2,1,1
16753,2,1,4,1,0,1,1
19288,1,6,7,3,7,1,1
21971,1,1,9,1,5,1,0
18765,2,2,5,2,1,3,1
7813,1,1,7,5,5,1,0
1144,2,5,5,1,0,1,1
20793,2,1,4,3,2,1,1
21725,1,1,3,1,1,1,0
8746,1,1,7,6,5,1,0
1794,1,2,9,1,2,1,0
12568,2,1,6,4,0,1,1
9419,1,1,2,1,1,1,0
15233,1,1,5,1,1,1,0
6578,1,1,4,1,4,1,0
1126,2,1,2,2,1,1,0
6441,2,2,5,4,1,2,0
11420,2,1,3,5,4,1,1
478,1,1,4,4,2,1,0
12158,1,1,5,1,1,1,1
5166,2,5,4,3,0,2,0
5786,2,1,4,5,6,1,0
7439,2,2,7,4,4,2,2
429,1,1,4,1,2,1,0
10186,1,1,12,1,3,2,1
14691,1,1,5,1,2,1,0
16338,2,7,9,1,1,1,0
17641,2,4,10,2,1,1,0
12966,2,4,11,6,3,1,0
11682,1,1,2,5,4,1,0
19668,2,1,8,5,1,2,0
8266,2,1,5,2,3,1,0
1126,1,1,4,1,1,1,0
345,2,1,4,1,4,2,0
16993,1,1,2,1,2,1,0
14432,1,1,5,1,2,1,0
14470,1,1,5,1,1,1,0
21214,2,8,9,1,5,1,1
10745,1,6,11,6,4,1,1
14522,2,2,7,2,3,1,0
8864,2,1,5,2,2,1,0
11213,1,1,5,1,8,1,1
19551,1,1,9,1,4,1,0
7966,2,1,7,5,5,2,0
14043,1,2,11,4,7,2,0
20766,1,1,7,4,1,1,0
18906,2,1,7,2,5,1,0
16033,1,7,4,3,3,1,0
1591,1,1,3,1,4,1,1
21716,2,7,12,6,9,2,1
3916,2,1,3,1,3,1,1
8205,1,1,1,1,3,1,0
17664,1,1,3,2,4,2,1
6627,1,2,5,4,3,1,1
15556,1,1,10,3,5,1,0
22255,1,1,7,4,5,1,1
12744,2,1,7,3,0,1,1
20121,2,1,4,1,1,1,0
9602,1,1,5,5,3,1,0
4751,1,1,5,3,1,1,0
21164,1,1,3,3,2,2,1
8881,2,1,8,1,2,1,1
20627,1,1,4,1,2,3,1
19384,1,1,4,2,3,1,1
22103,2,2,2,4,4,1,1
22859,1,1,9,1,4,1,1
664,1,1,10,6,3,2,1
4776,2,1,9,1,2,1,1
15964,2,1,9,1,4,2,1
12617,2,1,3,3,1,2,0
10830,1,1,3,1,2,3,1
7352,1,1,6,1,3,1,0
19108,2,7,9,1,1,1,1
2190,2,2,3,2,3,2,0
13381,1,1,2,1,0,1,0
18842,1,2,5,1,6,2,1
6125,1,4,2,2,3,1,0
10527,1,1,4,4,4,1,1
12079,1,1,5,4,3,1,2
15391,1,1,2,1,4,1,0
3195,1,1,4,1,4,1,1
8863,2,2,10,2,4,1,0
9356,2,1,5,3,1,1,1
1368,1,2,5,4,8,3,1
22208,1,1,2,1,2,1,0
16000,2,1,3,2,5,2,0
5870,2,1,10,2,4,1,0
13249,1,1,2,1,0,1,0
1202,1,1,8,1,3,1,0
9366,2,2,8,1,3,1,0
1271,2,1,9,3,2,1,0
1430,2,1,7,5,0,3,0
4807,2,1,8,2,5,1,0
7915,2,1,9,2,1,1,0
19919,1,1,7,1,0,1,0
5238,2,1,9,1,2,1,1
12046,2,1,5,2,2,2,1
8940,1,1,7,6,4,1,1
146,1,1,5,6,1,1,1
12165,1,2,5,1,2,1,1
20458,1,1,5,4,2,1,1
11097,1,1,8,2,6,2,0
12723,1,1,4,2,2,2,0
6482,2,1,3,1,2,1,0
3215,2,1,7,2,6,1,0
2471,1,1,2,1,3,1,0
16952,1,1,7,1,3,1,0
19665,2,1,4,6,3,3,0
6852,2,1,2,1,1,1,0
21818,1,4,3,2,2,2,1
9762,2,1,5,2,4,1,0
1808,1,1,3,6,0,1,1
12955,2,1,6,4,1,2,0
19101,1,1,5,3,0,1,0
20329,1,2,4,6,2,1,1
7935,1,1,5,4,1,2,0
6749,2,1,3,1,3,1,0
12497,1,7,5,3,2,1,1
5952,1,1,8,1,2,1,0
19777,1,1,2,3,1,1,1
17353,2,1,8,1,2,1,1
22921,2,1,7,1,5,2,2
8718,1,1,5,1,4,2,0
348,1,1,3,1,1,1,0
13231,1,1,4,2,2,2,1
22383,2,1,9,5,6,1,1
19978,1,5,10,2,4,1,1
3682,1,1,3,5,4,1,0
9558,2,1,7,4,5,1,0
6449,2,1,3,1,3,1,0
19640,1,1,9,1,3,1,1
15159,2,1,9,2,0,1,0
15127,1,1,4,1,6,2,2
17490,1,1,3,1,2,1,1
3478,2,1,5,1,7,1,0
5659,2,1,3,3,4,1,1
17438,2,1,7,2,5,1,1
13148,2,1,6,1,6,1,0
1270,2,1,5,3,4,2,0
6315,1,1,5,1,3,1,1
3460,1,1,4,4,4,1,0
13263,1,1,4,1,3,1,0
17161,1,1,5,2,3,1,1
3999,1,1,8,5,5,1,1
8207,2,1,7,1,2,1,0
587,2,1,4,2,3,1,1
15725,1,2,7,2,4,1,1
7345,1,4,5,1,4,1,1
6931,1,1,5,2,0,1,0
21902,2,5,9,4,4,2,1
20412,1,1,7,1,2,1,0
12062,1,1,10,4,2,1,0
14202,2,1,7,1,5,1,0
12162,2,1,5,2,5,1,0
1812,2,1,8,3,5,3,2
7025,1,1,3,1,0,1,0
3781,1,1,11,3,4,1,0
9392,1,6,5,1,4,1,1
6724,1,1,9,5,4,1,1
22485,1,1,1,1,1,2,1
323,1,6,3,2,5,2,1
13542,1,2,4,2,3,1,1
14973,2,1,2,4,0,1,0
8481,2,1,5,5,3,3,0
7504,1,1,8,1,2,1,1
3667,1,2,3,1,1,1,1
6915,2,1,3,2,2,1,1
17076,1,1,3,1,0,1,1
20525,2,2,3,1,2,2,1
22722,2,1,5,3,3,1,1
14842,2,1,7,2,3,1,0
4227,2,2,7,3,2,2,0
7207,1,7,10,2,5,3,1
10434,2,1,7,5,5,1,0
16129,2,1,3,1,4,1,1
6576,2,2,4,3,1,2,0
18880,1,2,3,3,4,1,0
17111,2,1,7,6,1,1,1
6003,2,8,10,5,6,1,1
4329,1,1,9,3,5,1,0
21858,1,5,10,4,2,1,1
3786,1,1,7,2,5,1,0
2926,1,1,5,1,6,1,0
6063,2,6,2,2,3,3,0
12732,1,8,9,4,1,1,1
1706,1,1,1,1,2,1,0
13484,1,1,7,1,1,1,1
15554,1,2,8,2,4,1,0
2883,1,1,5,4,3,2,2
6001,1,3,2,1,3,1,1
22134,1,1,9,5,3,2,1
13097,2,6,6,2,1,1,1
10845,2,2,9,1,2,3,1
8993,1,8,4,1,5,2,2
2801,1,1,7,1,7,1,0
13981,2,8,10,2,1,1,0
16566,1,1,4,1,0,1,0
9848,2,1,7,6,0,3,0
14674,2,1,5,1,3,1,1
16745,1,1,7,2,1,1,0
19984,1,1,4,1,0,1,1
877,1,1,11,1,1,1,0
9599,2,1,7,2,1,1,1
19606,2,1,3,1,3,1,0
13853,2,6,7,2,7,2,0
7446,2,1,2,2,2,2,0
17670,2,9,2,3,1,1,1
1648,2,5,2,2,0,1,0
17170,1,2,7,5,1,1,1
5884,1,1,1,1,2,1,0
947,2,1,5,4,2,1,1
56,1,1,2,1,0,1,1
7810,2,1,5,1,3,1,0
1583,2,1,2,1,1,1,1
12611,1,2,3,2,2,1,0
17150,1,1,5,3,6,1,0
6994,2,2,2,5,6,1,0
11827,2,3,6,2,1,1,1
15333,2,1,5,1,3,2,0
19490,1,1,1,1,3,3,1
5935,2,1,5,2,3,1,0
11177,2,2,5,5,2,1,0
19307,2,1,9,2,3,1,0
21262,1,1,6,3,3,1,1
20429,2,1,9,6,2,2,1
18115,1,1,7,1,2,1,1
10784,1,1,1,1,4,1,1
21047,2,8,5,5,3,2,0
13678,1,1,5,6,7,1,0
101,2,1,9,1,0,1,1
10969,1,1,2,1,0,1,0
17173,2,1,4,1,3,1,0
1642,2,1,7,1,4,1,1
12537,2,1,5,2,4,1,0
3245,2,1,3,2,3,1,1
7763,2,1,5,4,2,1,1
1911,1,1,4,5,2,2,0
16752,2,1,2,1,0,1,0
5847,1,4,10,5,5,1,0
1594,2,6,5,6,1,3,1
368,2,1,5,5,3,3,1
14836,2,2,4,3,5,2,2
3657,2,2,5,2,3,1,0
12173,1,6,8,3,2,2,2
20699,1,1,5,3,2,2,0
5063,1,2,2,1,1,3,0
16638,1,1,5,1,2,2,1
15698,1,1,1,3,4,1,0
9872,2,2,9,1,4,1,1
15131,1,3,3,5,0,1,1
18194,2,1,9,3,1,1,1
10236,1,1,3,3,5,1,1
12867,1,1,2,1,1,1,1
7768,1,1,1,1,3,1,0
9283,1,1,4,6,3,3,0
20132,1,1,9,1,1,1,0
17346,2,1,2,1,2,1,0
8778,1,1,6,1,3,1,0
9041,1,5,9,5,3,1,0
2548,1,1,1,1,0,2,1
15310,2,1,5,1,3,1,0
2651,1,1,5,1,3,1,0
9843,1,1,6,4,3,1,0
20279,1,1,4,1,1,1,0
5799,2,1,4,2,5,1,0
16549,1,2,7,4,0,1,0
11325,1,1,2,1,5,1,1
19358,1,2,1,4,3,1,1
11271,2,1,5,2,2,3,0
22830,1,7,2,2,1,2,1
16051,1,1,3,1,3,1,1
18162,2,5,4,2,2,1,1
12458,1,1,5,1,0,1,1
2534,2,5,7,3,2,1,1
2188,2,8,2,1,3,1,0
9417,2,1,12,2,0,1,0
16437,1,1,4,1,1,1,0
21777,2,6,5,2,5,1,0
13381,2,1,9,1,1,3,0
8859,2,1,5,1,0,1,1
14685,2,1,5,4,3,3,2
35,2,1,3,1,1,1,0
14488,2,1,7,3,6,2,1
19559,1,1,7,2,0,1,1
5319,1,1,2,1,1,1,0
11439,1,1,7,1,1,1,0
10718,1,1,4,1,1,1,1
13821,1,1,11,4,5,2,0
16221,2,1,9,3,4,2,1
5933,2,2,5,2,3,1,0
6012,1,1,8,1,3,1,0
21084,2,1,9,1,4,1,1
22,2,1,9,1,1,1,1
12392,2,2,7,4,3,3,0
4874,1,1,5,6,4,1,1
12983,1,1,4,4,4,1,1
922,1,1,7,1,4,1,0
12054,1,1,5,6,4,2,1
15174,2,2,5,3,2,2,0
7202,1,1,5,3,3,1,0
18738,1,2,7,4,3,1,1
8953,1,1,5,1,2,2,0
18706,1,1,3,1,4,2,2
612,1,1,10,2,2,1,1
14482,2,1,2,1,2,3,0
1277,2,1,4,6,6,2,1
10298,2,1,11,1,4,1,0
3180,1,1,8,1,2,1,0
719,1,5,11,1,0,1,1
20988,1,1,4,4,5,1,0
13184,1,1,3,3,2,3,0
16002,2,1,3,6,3,1,1
7335,1,2,5,3,0,1,0
14131,1,1,6,1,0,1,1
15916,1,1,5,4,0,1,1
22380,2,8,10,4,1,1,1
7010,1,4,8,1,5,1,0
15275,1,4,4,1,4,1,0
852,1,6,5,4,9,1,0
6574,1,2,3,1,5,1,0
15815,1,2,5,5,0,1,1
12851,2,1,5,1,0,1,1
3335,2,2,10,4,0,3,0
17815,1,1,9,1,2,3,1
16046,1,4,8,2,5,1,1
11260,2,6,7,4,0,1,1
19757,2,1,3,1,1,1,0
4780,1,2,9,5,4,1,0
1793,1,1,7,1,0,1,0
8112,1,7,4,3,1,1,0
13964,1,1,2,1,1,1,0
10873,1,2,7,5,1,1,0
13988,1,1,5,3,3,1,0
20344,2,1,4,2,1,1,1
2832,1,1,2,1,3,1,0
17850,2,9,7,1,5,1,1
16505,2,1,11,4,2,2,0
12123,1,5,3,2,0,3,1
22894,1,1,7,4,4,1,1
6182,1,1,5,3,3,2,2
8750,2,7,11,2,6,1,2
9523,1,1,7,5,3,1,0
7243,1,2,8,2,2,1,1
11951,1,5,3,5,3,1,0
17505,1,1,5,5,2,1,1
16263,2,1,3,4,3,3,2
15760,2,1,6,2,4,1,1
7604,1,1,11,1,3,1,1
18504,1,5,2,2,3,3,0
19497,2,2,4,6,2,1,1
