Respondent ID,How easy is it to balance your work life and personal life where you work?,None,"Family commitments: including but not limited to parental leave, bereavement leave, adoption/infertility support, child care supports, elder care supports","Health and wellness: including but not limited to fitness, nutrition, mental health services, stress management, mindfulness services","Cultural/religious practices: including but not limited to extended or flexible holidays, dedicated prayer rooms","Flexible working arrangements: including but not limited to hybrid or remote work, short-term disability benefits, flex time/alternative schedules, job sharing, temporary or permanent switch to part time, and emergency leave",Not listed (please specify),"Family commitments: including but not limited to parental leave, bereavement leave, adoption/infertility support, child care supports, elder care supports","Health and wellness: including but not limited to fitness, nutrition, mental health services, stress management, mindfulness services","Cultural/religious practices: including but not limited to extended or flexible holidays, dedicated prayer rooms","Flexible working arrangements: including but not limited to hybrid or remote work, short-term disability benefits, flex time/alternative schedules, job sharing, temporary or permanent switch to part time, and emergency leave",[Insert text from Other],My employer states its values about diversity.,My employer is committed to creating an inclusive and equitable workplace.,I feel respected and valued in my workplace.,I believe the culture in my workplace is supportive.,Do you have any comments about work/life balance or work culture?,Have you ever taken voluntary or involuntary extended leave (more than regular vacation or paid time off) from your career?,Please note the length of your latest or most significant leave.,Please indicate the reason(s) for your leave.,Open-Ended Response,How would you characterize the impact your time off had on your career progression?,Open-Ended Response,"On a scale of 1 to 10, with 10 being completely satisfied, how satisfied are you with your current position?",Recognition from Colleagues/Peers,Recognition from Leadership,Leadership Opportunities,Promotions,Compensation,Access to Manager(s),"Project, Committee, or Team Assignments",Open-Ended Response,None,Skills training,Personal development,Professional  development,Certification program,Degree program,"Diversity, Equity & Inclusion training (e.g., implicit bias training)",Not listed (please specify),Skills training,Personal development,Professional  development,Certification program,Degree program,"Diversity, Equity & Inclusion training (e.g., implicit bias training)",Other,Open-Ended Response,"Do you currently or have you ever had a mentor, sponsor, coach, or other advisor who helped you navigate your career?",Was the relationship part of a formal mentoring program?,Did their support measurably impact your professional growth?,"Have you ever served in the workplace as a mentor, sponsor, coach, or other advisor?",Was the relationship part of a formal mentoring program?,Open-Ended Response,None,Networking at in-person conferences,Networking at virtual conferences,Participate in employee resource groups,Socialize with peers within my company,Socialize with peers outside of my company,"Use social media (e.g., LinkedIn)",Networking at in-person conferences,Networking at virtual conferences,Participate in employee resource groups,Socialize with peers within my company,Socialize with peers outside of my company,"Use social media (e.g., LinkedIn)",Have you advanced your career or experienced other benefits as a result of networking?,Open-Ended Response,I take initiative to identify new job opportunities.,I am likely to pursue job opportunities that are presented to me.,"I let my manager know what I want, with the expectation that it will generate growth opportunities.",I pursue job opportunities even if I do not fulfill all of the requirements on a job description.,I find that job opportunities I pursue don’t come to fruition.,I trust that I am compensated appropriately for my accomplishments.,I advocate for myself when appropriate so that my manager knows what I want and expect.,I believe I am being paid fairly for the work that I do.,I avoid discussions about salary and incentives.,"I lead the discussion, whether or not I am facilitating the meeting.",I contribute to discussions without hesitation.,I keep my thoughts to myself during meetings.,I volunteer to take meeting notes/minutes.,I have fair opportunities to be promoted.,I believe people of all genders have the same opportunities to be promoted in the industry.,I believe people of all ethnicities have the same opportunities to be promoted in the industry.,I believe people of all ages have the same opportunities to be promoted in the industry.,I believe people of all religious beliefs have the same opportunities to be promoted in the industry.,I believe people of all sexual orientations have the same opportunities to be promoted in the industry.,I believe people with disabilities and people without disabilities have the same opportunities to be promoted in the industry.,Open-Ended Response,Which of the following best describe your gender identity?,Not listed (please specify),Asian,Black,Indigenous,Latina/e/o/x,West Asian,Pacific Islander,White,Prefer not to answer,Not listed (please specify),Open-Ended Response,What country do you currently live in?,What country were you born in?,Is your first language the primary language of your workplace? ,"Yes, I have a disability","Yes, I have a neurodivergent condition",No,Prefer not to answer,"Yes, one or more children","Yes, one or more adults",No,Prefer not to answer,Asexual,Bisexual,Heterosexual,Gay or Lesbian,Pansexual,Queer,Prefer not to answer,Not listed (please specify),Which age group do you belong to?,What is the highest degree or education level that you have achieved?,None of the above,Agnostic,Ancestral or tribal beliefs,Atheist,Baháʼí,Buddhist,Christian,Daoist,Folk religionist or Spiritist,Hindu,Muslim,Jainist,Jewish,Pagan,Shintōist,"Spiritual, but not religious",Sikh,Zoroastrian,Prefer not to answer,Not listed (please specify),Full-Time Permanent Staff,Part-Time Permanent Staff,Temporary or contract Staff,Owner or founder,Independent consultant or freelancer,Retired,Unemployed,Not listed (please specify),Which of the following groups best describes your employment level?,Not listed (please specify),Which of the following groups best describes the organization that you work for?,Not listed (please specify),Approximately what is the size of your employer's workforce?,"In which of the following areas of publishing are you involved? Choose the function that most closely resembles your role, or self-describe in the comment box if your area is not listed.",Not listed (please specify),How long have you worked for your current employer?,How long have you worked in publishing and/or related industries?,"No, none of the above","Yes, a paid opportunity","Yes, an unpaid opportunity"
00964,Extremely easy,,1,1,1,1,,1,1,1,1,,Strongly agree,Agree,Strongly agree,Strongly agree,,Yes,3 to 6 months,Parental,,Neutral,,6,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Very satisfied,Very satisfied,,,1,,1,1,,1,,,,1,1,,1,,,Yes,Yes,Yes,No,,,,1,1,1,1,1,1,LESS OFTEN than before the pandemic,MORE OFTEN than before the pandemic,MORE OFTEN than before the pandemic,NO CHANGE since the pandemic,LESS OFTEN than before the pandemic,NO CHANGE since the pandemic,Yes,,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Sometimes,Often,Sometimes,Rarely,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,,,Woman,,,,,,,,1,,,,United States,United States,Yes,,,1,,1,,,,,,1,,,,,,25-34 years old,Masters or equivalent,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,Intermediate,,"Publisher (Commercial, Society, and University)",,101 to 500,Production,,6 to 10 years,6 to 10 years,1,,
00965,Very easy,,1,1,1,1,,1,1,,1,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,No,,,,,,,Very satisfied,Very satisfied,Satisfied,Satisfied,Very satisfied,Very satisfied,Satisfied,,,,1,1,,,1,,,1,1,,,1,,,No,,,No,,,,1,1,1,,1,1,LESS OFTEN than before the pandemic,MORE OFTEN than before the pandemic,NO CHANGE since the pandemic,,LESS OFTEN than before the pandemic,MORE OFTEN than before the pandemic,Yes,,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Sometimes,Often,Rarely,Rarely,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,,,Man,,1,,,,,,,,,,United States,United States,Yes,,1,,,,,1,,,,1,,,,,,35-44 years old,Bachelor's Degree or equivalent,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,Mid-level,,"Publisher (Commercial, Society, and University)",,11 to 100,Sales,,6 to 10 years,11 to 20 years,1,,
00966,Somewhat easy,,1,1,1,1,,,1,,1,,Agree,Agree,Agree,Agree,,No,,,,,,7,Satisfied,Satisfied,Satisfied,Dissatisfied,Very satisfied,Satisfied,Satisfied,,,,,,,,1,,,,,,,1,,,No,,,No,,,,1,,,1,1,,NO CHANGE since the pandemic,,,NO CHANGE since the pandemic,NO CHANGE since the pandemic,,Yes,,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Rarely,Sometimes,Sometimes,Rarely,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,,,Woman,,,,,,,,1,,,,United States,United States,Yes,,,1,,,,1,,,,1,,,,,,55-64 years old,Masters or equivalent,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,Senior or executive-level,,Non-profit organization or association,,101 to 500,Business development or strategy,,11 to 20 years,21 years or more,1,,
00967,Not so easy,,1,1,1,1,,1,,,1,,Agree,Disagree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00968,Not at all easy,,1,1,,1,,1,,,1,,Agree,Disagree,Disagree,Disagree,,Yes,1 to 3 months,Illness (Family Member),,Mostly negative,,4,Very satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Very dissatisfied,,,1,1,1,,,,,1,,,,,,,,Yes,Yes,Yes,No,,,1,,,,,,,,,,,,,No,,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly agree,Sometimes,Sometimes,Often,Never,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,,,Woman,,,1,,,,,,,,,United States,United States,Yes,,,1,,,,1,,,,1,,,,,,45-54 years old,Masters or equivalent,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,Intermediate,,"Publisher (Commercial, Society, and University)",,101 to 500,Production,,6 to 10 years,21 years or more,1,,
00969,Somewhat easy,,1,1,,1,,1,,,1,,Agree,Agree,Strongly agree,Strongly agree,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00970,Somewhat easy,,1,,1,1,1,,,,1,,Disagree,Agree,Strongly agree,Strongly agree,,No,,,,,,,Very satisfied,Very satisfied,Satisfied,Very satisfied,Very satisfied,Very satisfied,Satisfied,,,,,1,,,1,,,,,,,1,,,Yes,No,Yes,Yes,No,1,,1,,,1,1,1,NO CHANGE since the pandemic,,,LESS OFTEN than before the pandemic,NO CHANGE since the pandemic,MORE OFTEN than before the pandemic,Yes,,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Often,Often,Rarely,Never,Agree,Disagree,Disagree,Disagree,Agree,Agree,,,Woman,,,,,,,,1,,,,United States,United States,Yes,,,1,,,1,,,,,,,1,,,,35-44 years old,Masters or equivalent,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,Mid-level,,"Publisher (Commercial, Society, and University)",,11 to 100,Acquisitions,,6 to 10 years,11 to 20 years,,1,1
00971,Somewhat easy,,1,,,1,,1,,,1,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,No,,,,,,9,Satisfied,Satisfied,Satisfied,Not applicable,Not applicable,Dissatisfied,Satisfied,,,1,1,1,,,1,,,,,,,1,,,Yes,No,Yes,Yes,Yes,,,1,1,,,,,LESS OFTEN than before the pandemic,MORE OFTEN than before the pandemic,,,,,Yes,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Agree,Agree,Agree,Strongly disagree,Often,Always,Rarely,Often,Agree,Agree,Agree,Agree,Agree,Agree,,1,Woman,,,,,,,,1,,,,United Kingdom,United Kingdom,Yes,,,1,,,1,,,,,1,,,,,,55-64 years old,"Apprenticeship, Vocational Qualification or Associate's Degree",,1,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,Mid-level,,Non-profit organization or association,,2 to 10,Not listed (please specify),,1 to 5 years,6 to 10 years,1,,
00972,Somewhat easy,,1,1,,1,,1,1,,1,,Strongly agree,Agree,Strongly agree,Agree,,No,,,,,,8,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,,,1,,1,,,1,,1,,1,,,1,1,,No,,,Yes,Yes,,,1,1,,1,1,1,LESS OFTEN than before the pandemic,MORE OFTEN than before the pandemic,,LESS OFTEN than before the pandemic,LESS OFTEN than before the pandemic,NO CHANGE since the pandemic,Yes,,Agree,Agree,Agree,Disagree,Not applicable,Disagree,Agree,Disagree,Agree,Sometimes,Often,Sometimes,Often,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,,,Woman,,,,,,,,1,,,,United States,United States,Yes,1,,,,,,1,,,,1,,,,,,55-64 years old,Masters or equivalent,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,Mid-level,,Academic Institution or Library,,"2,001 to 10,000",Copyright/Permissions,,1 to 5 years,21 years or more,1,,
00973,Very easy,,1,1,1,1,,1,,,1,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,No,,,,,,6,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Satisfied,Very satisfied,Satisfied,,,1,1,1,,,,,1,1,1,,,,,,No,,,No,,,,,,1,1,1,1,,,NO CHANGE since the pandemic,NO CHANGE since the pandemic,NO CHANGE since the pandemic,NO CHANGE since the pandemic,Yes,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Sometimes,Always,Sometimes,Never,Agree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,,,Man,,,,,,,,1,,,,United Kingdom,United Kingdom,Yes,,,1,,1,,,,,,,1,,,,,35-44 years old,Masters or equivalent,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,Mid-level,,"Publisher (Commercial, Society, and University)",,11 to 100,Customer Service,,Less than 1 year,Less than 1 year,1,,
00974,Somewhat easy,,1,1,1,1,,,1,,1,,Agree,Agree,Agree,Agree,,No,,,,,,8,Satisfied,Satisfied,Dissatisfied,Very dissatisfied,Very dissatisfied,Satisfied,Satisfied,,,,1,,,,1,,,,,,,1,,,No,,,I do not know,,,,1,1,,1,1,,LESS OFTEN than before the pandemic,MORE OFTEN than before the pandemic,,NO CHANGE since the pandemic,LESS OFTEN than before the pandemic,,Yes,,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Sometimes,Often,Sometimes,Rarely,Disagree,I do not know,I do not know,I do not know,I do not know,I do not know,,,Woman,,,,,,,,1,,,,Canada,United States,Yes,,,1,,,,1,,,,1,,,,,,25-34 years old,Bachelor's Degree or equivalent,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,Intermediate,,"Publisher (Commercial, Society, and University)",,101 to 500,Acquisitions,,1 to 5 years,6 to 10 years,1,,
00975,Very easy,,1,1,,1,1,1,1,,1,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,No,,,,,,9,Satisfied,Very satisfied,Very satisfied,Satisfied,Satisfied,Very satisfied,Very satisfied,,,1,,1,1,,1,,1,,1,1,,1,,,Yes,Yes,Yes,No,,1,,,,1,1,1,1,,,MORE OFTEN than before the pandemic,MORE OFTEN than before the pandemic,NO CHANGE since the pandemic,NO CHANGE since the pandemic,No,,Not applicable,Not applicable,Strongly Agree,Disagree,Not applicable,Agree,Agree,Agree,Disagree,Sometimes,Always,Sometimes,Never,Agree,Strongly agree,Strongly agree,I do not know,Strongly agree,Strongly agree,,1,Man,,1,,,,,,,,,,India,India,Yes,,,1,,,,1,,,,1,,,,,,25-34 years old,Masters or equivalent,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,Mid-level,,"Publisher (Commercial, Society, and University)",,"2,001 to 10,000",Editorial or peer review,,1 to 5 years,1 to 5 years,1,,
00976,Very easy,,1,1,,1,,,1,,1,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,No,,,,,,,Very satisfied,Satisfied,Very satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,,,,1,1,1,1,,,,1,1,,1,,,Yes,Yes,Yes,Yes,No,,,1,,,1,1,,LESS OFTEN than before the pandemic,,,LESS OFTEN than before the pandemic,LESS OFTEN than before the pandemic,,No,,Agree,Agree,Strongly Agree,Disagree,Not applicable,Disagree,Strongly agree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,Rarely,Agree,Disagree,Disagree,Disagree,I do not know,Disagree,,1,Woman,,,,,1,,,1,,,,United States,Peru,Yes,1,,,,,,1,,,,1,,,,,,45-54 years old,Masters or equivalent,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,Mid-level,,Non-profit organization or association,,"501 to 2,000",Product Development,,11 to 20 years,11 to 20 years,1,,
00977,Very easy,,1,1,1,1,,,,,1,,Strongly agree,Agree,Strongly agree,Strongly agree,,No,,,,,,,Satisfied,Satisfied,Satisfied,Very satisfied,Satisfied,Very satisfied,Satisfied,,,,,1,,1,1,,,,1,,,1,,,No,,,No,,,,1,,1,1,,1,LESS OFTEN than before the pandemic,,MORE OFTEN than before the pandemic,NO CHANGE since the pandemic,,MORE OFTEN than before the pandemic,No,,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Often,Always,Sometimes,Sometimes,Disagree,Disagree,Disagree,Disagree,Agree,Agree,,,Woman,,,,,,,,1,,,,United States,United States,Yes,,1,,,,,1,,,,1,,,,,,25-34 years old,Masters or equivalent,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,Mid-level,,"Publisher (Commercial, Society, and University)",,101 to 500,Acquisitions,,1 to 5 years,6 to 10 years,,1,1
00978,Not so easy,,,1,,1,,,1,,1,,Disagree,Disagree,Disagree,Disagree,,No,,,,,,2,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Satisfied,Satisfied,,,,,1,,,1,,,,,,,1,,,No,,,Yes,No,,,,,,1,,,,,,NO CHANGE since the pandemic,,,No,,Strongly Agree,Not applicable,Agree,Strongly disagree,Not applicable,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Sometimes,Often,Rarely,Sometimes,Strongly disagree,Agree,Agree,Disagree,Agree,Agree,,,Woman,,,,,,,,1,,,,United States,United States,Yes,,1,,,,,1,,,,1,,,,,,45-54 years old,Bachelor's Degree or equivalent,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,Intermediate,,"Publisher (Commercial, Society, and University)",,"501 to 2,000",Production,,21 years or more,21 years or more,1,,
00979,Not so easy,,1,1,,,,1,,,,,Strongly agree,Agree,Agree,Agree,,No,,,,,,8,Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,,,,1,1,1,,1,,,,1,,,1,,,Yes,Yes,Yes,No,,,,1,1,,,,1,LESS OFTEN than before the pandemic,MORE OFTEN than before the pandemic,,,,MORE OFTEN than before the pandemic,No,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly agree,Disagree,Agree,Agree,Sometimes,Often,Sometimes,Rarely,Agree,Agree,Disagree,Agree,Disagree,Agree,,,Man,,,,,,,,,,1,,United States,Sudan,No,,,1,,,,1,,1,,,,,,,,55-64 years old,Doctorate or Advanced Degree,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,Intermediate,,Academic Institution or Library,,"2,001 to 10,000",Editorial or peer review,,1 to 5 years,6 to 10 years,1,,
00980,Very easy,,,1,,1,,,,,1,,Disagree,Agree,Agree,Agree,,No,,,,,,7,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,,,,,1,,,,,,,1,,,,,,No,,,Yes,Yes,,,1,1,,,1,1,NO CHANGE since the pandemic,NO CHANGE since the pandemic,,,NO CHANGE since the pandemic,NO CHANGE since the pandemic,No,,Agree,Agree,Agree,Disagree,Not applicable,Disagree,Agree,Disagree,Agree,Rarely,Always,Sometimes,Sometimes,Disagree,I do not know,I do not know,I do not know,I do not know,I do not know,,,Woman,,,,,,,,1,,,,,,No,,,1,,,,1,,,,1,,,,,,55-64 years old,Doctorate or Advanced Degree,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,Senior or executive-level,,"Publisher (Commercial, Society, and University)",,11 to 100,Editorial or peer review,,21 years or more,21 years or more,1,,
00981,Somewhat easy,,1,1,1,1,,,1,,1,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,No,,,,,,8,Very satisfied,Very satisfied,Satisfied,Satisfied,Satisfied,Very satisfied,Very satisfied,,,1,1,1,1,,1,,1,,,,,1,,,Yes,Yes,Somewhat,Yes,No,,,1,1,,1,1,,NO CHANGE since the pandemic,MORE OFTEN than before the pandemic,,NO CHANGE since the pandemic,NO CHANGE since the pandemic,,Yes,,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Sometimes,Often,Sometimes,Rarely,Agree,I do not know,I do not know,I do not know,Agree,Agree,,,Woman,,,,,,,,1,,,,United States,United States,Yes,,1,,,,,1,,,1,,,,,,,25-34 years old,Bachelor's Degree or equivalent,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,Mid-level,,Non-profit organization or association,,2 to 10,Sales,,1 to 5 years,6 to 10 years,1,,
00982,Very easy,,1,1,,1,,,,,1,,Strongly agree,Agree,Strongly agree,Agree,,No,,,,,,8,Very satisfied,Satisfied,Very satisfied,Satisfied,Very satisfied,Satisfied,Satisfied,,,,,1,,,1,,,,1,,,1,,,Yes,No,Yes,No,,,,,,,1,1,1,,,,LESS OFTEN than before the pandemic,LESS OFTEN than before the pandemic,LESS OFTEN than before the pandemic,Yes,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Sometimes,Often,Sometimes,Rarely,I do not know,Agree,Disagree,Disagree,Disagree,Disagree,,,Woman,,,,,,,,1,,,,Canada,France,Yes,,,1,,,,1,,,,,,,1,,,25-34 years old,Masters or equivalent,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,Intermediate,,"Publisher (Commercial, Society, and University)",,11 to 100,Production,,1 to 5 years,6 to 10 years,,,1
00983,Very easy,,1,1,,1,,,,,1,,Agree,Agree,Agree,Agree,,Yes,1 to 3 months,Illness (Self),,Neutral,,8,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,,,,1,,,1,,,,,,,1,,,No,,,No,,,,1,1,,,1,,LESS OFTEN than before the pandemic,MORE OFTEN than before the pandemic,,,NO CHANGE since the pandemic,,No,,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Sometimes,Sometimes,Often,Rarely,Agree,Agree,Agree,Agree,Agree,Agree,,,Woman,,,,,,,,1,,,,United States,United States,Yes,1,,,,,,1,,,,1,,,,,,45-54 years old,Bachelor's Degree or equivalent,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,Senior or executive-level,,"Publisher (Commercial, Society, and University)",,11 to 100,Marketing,,11 to 20 years,21 years or more,1,,
00984,Very easy,,1,1,1,1,,1,1,,1,,Agree,Agree,Strongly agree,Strongly agree,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00985,Not so easy,,1,1,,1,,,1,,1,,Strongly agree,Strongly agree,Agree,Agree,,No,,,,,,,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Very satisfied,Dissatisfied,Satisfied,,,1,1,1,,,1,,1,1,1,,,1,,,Yes,No,Somewhat,Yes,No,,1,,,,,,,,,,,,,No,,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Rarely,Sometimes,Sometimes,Rarely,Disagree,Disagree,Disagree,I do not know,Agree,I do not know,,,Man,,,,,,,,1,,,,United States,United States,Yes,,,1,,,1,,,,,,,,,1,,Prefer not to answer,Bachelor's Degree or equivalent,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,Mid-level,,"Publisher (Commercial, Society, and University)",,101 to 500,Production,,6 to 10 years,21 years or more,1,,
00986,Very easy,,1,,,1,,1,,,1,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Yes,1 to 3 months,Parental,,Neutral,,10,Very satisfied,Very satisfied,Very satisfied,Satisfied,Very satisfied,Very satisfied,Very satisfied,,,1,,1,,,1,,1,,1,,,1,,,No,,,Yes,Yes,,,1,,,1,1,1,LESS OFTEN than before the pandemic,,,LESS OFTEN than before the pandemic,LESS OFTEN than before the pandemic,LESS OFTEN than before the pandemic,Yes,,,,,,,Strongly agree,Strongly agree,Strongly agree,Disagree,Often,Always,Sometimes,Sometimes,Disagree,I do not know,I do not know,I do not know,I do not know,I do not know,,,Woman,,,,,,,,1,,,,United States,United States,Yes,,,1,,1,,,,,,1,,,,,,55-64 years old,Bachelor's Degree or equivalent,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,Senior or executive-level,,Non-profit organization or association,,2 to 10,Executive Management,,11 to 20 years,21 years or more,,1,
00987,Very easy,,1,1,1,1,,,,,1,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,No,,,,,,7,Very satisfied,Dissatisfied,Dissatisfied,Very dissatisfied,Satisfied,Satisfied,Satisfied,,1,,,,,,,,,,,,,,,,No,,,No,,,1,,,,,,,,,,,,,No,,Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Never,Sometimes,Sometimes,Never,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,Woman,,,,,1,,,,,,,Brazil,Brazil,Yes,,,1,,,,1,,,,,1,,,,,35-44 years old,Bachelor's Degree or equivalent,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,Entry-level,,Academic Institution or Library,,"501 to 2,000",Product Development,,6 to 10 years,6 to 10 years,1,,
00988,Extremely easy,,1,1,1,1,1,1,1,,1,1,Strongly agree,Disagree,Agree,Agree,,No,,,,,,6,Very satisfied,Very dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Very satisfied,Satisfied,,,1,1,1,,,1,,1,,,,,1,,,No,,,Yes,No,1,,1,1,1,1,1,,LESS OFTEN than before the pandemic,MORE OFTEN than before the pandemic,NO CHANGE since the pandemic,LESS OFTEN than before the pandemic,LESS OFTEN than before the pandemic,,No,,Strongly disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Sometimes,Always,Rarely,Often,Disagree,Agree,Disagree,Disagree,Agree,Agree,,1,Woman,,,,,,,,1,,,,United States,United States,Yes,,,1,,1,,,,,,1,,,,,,35-44 years old,Bachelor's Degree or equivalent,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,Mid-level,,"Publisher (Commercial, Society, and University)",,11 to 100,Production,,11 to 20 years,11 to 20 years,1,,
00989,Not so easy,,1,1,,1,,,1,,1,,Strongly agree,Strongly agree,Disagree,Disagree,,Yes,Less than 1 month,Illness (Self),,Mostly negative,,3,Dissatisfied,Dissatisfied,Not applicable,Satisfied,Dissatisfied,Very dissatisfied,Dissatisfied,,,1,1,1,1,,1,,1,,1,1,,1,,,Yes,Yes,I do not know,No,,,,,,,,,1,,,,,,MORE OFTEN than before the pandemic,I do not know,,Agree,Disagree,Disagree,Not applicable,Not applicable,Disagree,Disagree,Disagree,Agree,Sometimes,Often,Sometimes,Sometimes,Disagree,Disagree,Disagree,Disagree,Agree,Agree,,,Woman,,,,,,,,1,,,,United Kingdom,United Kingdom,Yes,,1,,,,,1,,,,,,,,1,,35-44 years old,Bachelor's Degree or equivalent,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,Intermediate,,"Publisher (Commercial, Society, and University)",,"10,001 to 20,001+",Marketing,,6 to 10 years,11 to 20 years,,,1
